epoch,lr,train_acc,train_macro_f1,train_weighted_f1,train_balanced_acc,train_loss,train_top1_acc,epoch_seconds
43,5.383113038025451e-05,0.9982758620689656,0.99842005105163,0.9982602644127145,0.9981643356643357,0.012566910186332875,0.9982758620689656,1.3895390033721924
44,5.225454535214469e-05,0.9991379310344828,0.9987179487179488,0.9991379310344828,0.9987980769230769,0.007714564793197245,0.9991379310344828,1.4020161628723145
45,5.067265010289329e-05,0.9982758620689656,0.9981643356643357,0.9982836990595612,0.998397435897436,0.012949291533180352,0.9982758620689656,1.3947312831878662
46,4.908721140786455e-05,0.9974137931034482,0.9973674903438969,0.9974174645889397,0.9975591715976331,0.008028990889353485,0.9974137931034482,1.4343976974487305
47,4.7499999999999996e-05,0.9974137931034482,0.9974527029381954,0.997407862603358,0.9974435286935287,0.010167700925777698,0.9974137931034482,1.5077173709869385
48,4.5912788592135464e-05,1.0,1.0,1.0,1.0,0.0035942704978816466,1.0,1.5075476169586182
49,4.4327349897106735e-05,0.9991379310344828,0.9990028490028491,0.9991507024265645,0.9993131868131868,0.0069130886530760546,0.9991379310344828,1.5062737464904785
50,4.2745454647855325e-05,0.9974137931034482,0.9972671598178697,0.9974242848149962,0.9975233100233101,0.00795613021332899,0.9974137931034482,1.3891000747680664
51,4.1168869619745507e-05,0.9991379310344828,0.999112426035503,0.9991202475685235,0.9987980769230769,0.006373221632735482,0.9991379310344828,1.3972759246826172
52,3.9599355657301324e-05,0.9982758620689656,0.9982905982905983,0.9983141762452108,0.9987980769230769,0.008234080815173942,0.9982758620689656,1.397078037261963
53,3.803866570756778e-05,0.996551724137931,0.995846310552193,0.9966133224449654,0.9965277777777778,0.01225333392925175,0.996551724137931,1.37862229347229
54,3.648854286229241e-05,0.9974137931034482,0.9973257521632135,0.9974111241592827,0.9973290598290598,0.0066405993974607055,0.9974137931034482,1.4056880474090576
55,3.495071841111391e-05,1.0,1.0,1.0,1.0,0.0026198731719291415,1.0,1.4366164207458496
56,3.342690990793239e-05,0.9982758620689656,0.9982988165680472,0.9982957559681699,0.9986263736263736,0.008018946640418264,0.9982758620689656,1.38120698928833
57,3.191881925262047e-05,0.9991379310344828,0.9990758669248372,0.9991339856387594,0.9990384615384615,0.006628238359980028,0.9991379310344828,1.422231674194336
58,3.0428130790218137e-05,0.9974137931034482,0.996828114677085,0.997372955695768,0.9967948717948718,0.009000269175860389,0.9974137931034482,1.4386048316955566
59,2.8956509429733998e-05,0.9982758620689656,0.9975961538461539,0.9982758620689656,0.9975961538461539,0.007223260808928773,0.9982758620689656,1.4846522808074951
60,2.7505598784654094e-05,0.9991379310344828,0.9991430138488961,0.9991502243530641,0.9994343891402715,0.004652101938323728,0.9991379310344828,1.4065783023834229
61,2.6077019337235153e-05,0.9982758620689656,0.9973847720906546,0.9983324903629163,0.9986947441698573,0.009119764608652171,0.9982758620689656,1.603531837463379
62,2.467236662863252e-05,1.0,1.0,1.0,1.0,0.0019943393855195108,1.0,1.3862016201019287
63,2.3293209476883917e-05,0.9991379310344828,0.9990758669248372,0.999141876430206,0.9991987179487178,0.0027432826869510886,0.9991379310344828,1.4461870193481445
64,2.1941088224739802e-05,1.0,1.0,1.0,1.0,0.0018220234830895888,1.0,1.4953017234802246
65,2.0617513019296738e-05,0.9991379310344828,0.9986679986679986,0.9991565905359008,0.9991258741258741,0.005198611245201579,0.9991379310344828,1.3673484325408936
66,1.9323962125355627e-05,0.9991379310344828,0.9986214502343534,0.9991719194166359,0.9993990384615384,0.002420437103940238,0.9991379310344828,1.4157795906066895
67,1.8061880274388377e-05,0.9974137931034482,0.9958925605433702,0.9974159536772966,0.9959823830016137,0.006903515377981138,0.9974137931034482,1.4567275047302246
68,1.683267705095688e-05,0.996551724137931,0.99626822730271,0.9965055458040001,0.9960352147852147,0.007195037282232581,0.996551724137931,1.3968760967254639
69,1.5637725318386894e-05,0.9974137931034482,0.9972503373819163,0.9973885864085501,0.9969017094017094,0.0070429310435429215,0.9974137931034482,1.4197821617126465
70,1.447835968545449e-05,0.9982758620689656,0.9981112637362638,0.9982758620689656,0.9981112637362638,0.004020373911018772,0.9982758620689656,1.3918979167938232
71,1.3355875015798362e-05,0.9991379310344828,0.9989409141583055,0.999127936031984,0.9987980769230769,0.005570689871393401,0.9991379310344828,1.4024441242218018
72,1.2271524981722013e-05,0.9991379310344828,0.9992025518341308,0.9991475554088985,0.9994343891402715,0.003302946238746417,0.9991379310344828,1.3942830562591553
73,1.1226520664001734e-05,0.9991379310344828,0.9989501813323153,0.9991186788739626,0.9986263736263736,0.003016233326995681,0.9991379310344828,1.4127800464630127
74,1.02220291992636e-05,0.9974137931034482,0.9975947603121516,0.9974152923538231,0.9977810650887574,0.013342383063141386,0.9974137931034482,1.3860373497009277
75,9.259172476440762e-06,0.9982758620689656,0.9983611103188411,0.9982599297928593,0.9981112637362638,0.006020598212289142,0.9982758620689656,1.4158389568328857
76,8.339025883766394e-06,0.996551724137931,0.9964629120879122,0.9964809113300491,0.9961149961149961,0.005855859398584942,0.996551724137931,1.4248723983764648
77,7.46261710770214e-06,0.9991379310344828,0.9989287900428484,0.9991562242751303,0.9993589743589744,0.0027019661216964494,0.9991379310344828,1.4355323314666748
78,6.630924985143389e-06,0.9974137931034482,0.9972400284900285,0.997440932311622,0.9978338968723585,0.00724852648563683,0.9974137931034482,1.387834072113037
79,5.844878410183103e-06,0.9982758620689656,0.998439060939061,0.9982590685176892,0.998397435897436,0.005011009606372179,0.9982758620689656,1.441450595855713
80,5.105355296655646e-06,0.9991379310344828,0.9990163289396026,0.9991313166945939,0.9989316239316239,0.0018703102495457077,0.9991379310344828,1.4418754577636719
81,4.413181597618816e-06,0.9991379310344828,0.9992592592592593,0.9991366538952746,0.9992603550295858,0.002727224249071602,0.9991379310344828,1.400744915008545
82,3.7691303828696376e-06,0.9991379310344828,0.9993123096571371,0.9991368300524068,0.9993131868131868,0.003948678095535985,0.9991379310344828,1.3886897563934326
83,3.173920975523878e-06,0.9974137931034482,0.9977511244377811,0.9974486894483793,0.9981971153846154,0.005393450642165182,0.9974137931034482,1.473397970199585
84,2.6282181486238515e-06,1.0,1.0,1.0,1.0,0.0013986490923782874,1.0,1.456383466720581
85,2.132631382671659e-06,0.9991379310344828,0.9991638795986623,0.9991379310344828,0.9991987179487178,0.0022969600174511814,0.9991379310344828,1.5114386081695557
86,1.6877141849171124e-06,0.996551724137931,0.9960542929292929,0.996533220132358,0.9962606837606838,0.009263807704575874,0.996551724137931,1.396219253540039
87,1.2939634711607393e-06,0.996551724137931,0.9964845801506418,0.996528687950554,0.9963630119880121,0.004736340437726728,0.996551724137931,1.3962733745574951
88,9.51819010762129e-07,1.0,1.0,1.0,1.0,0.0014913036423767434,1.0,1.450446367263794
89,6.616629354736428e-07,0.9991379310344828,0.9992307692307693,0.9991379310344828,0.9992603550295858,0.004754218090614625,0.9991379310344828,1.4354329109191895
90,4.238193126479485e-07,1.0,1.0,1.0,1.0,0.0014183516329122259,1.0,1.4018135070800781
91,2.3855378329605346e-07,0.9982758620689656,0.9986193293885601,0.9982670203359858,0.9986263736263736,0.0038530947166848287,0.9982758620689656,1.3861219882965088
92,1.0607326540022468e-07,0.9991379310344828,0.9990360516676305,0.9991400916083312,0.9991258741258741,0.0042911926565434915,0.9991379310344828,1.4397685527801514
93,2.6525722812905926e-08,0.9991379310344828,0.9989501813323153,0.9991571831950029,0.9993990384615384,0.0020850871761875418,0.9991379310344828,1.6332228183746338
94,0.0,0.9974137931034482,0.9974538289396027,0.9973748511773524,0.9971833721833723,0.004457915079747808,0.9974137931034482,1.5802345275878906
